align_len,b1,b2,bw1,bw2,ch_match,e1,e2,ew1,ew2,gid1,gid2,id1,id2,len1,len2,matches,matches_percent,s1,s2,score,seq1,seq2,tok1,tok2,uid1,uid2,w_match,series_b1,series_b2
523,1164,1145,221,214,280,1591,1590,300,296,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3409,Shamela0012715-ara1.inProgress.ms0514,1591,1610,343,65.583174,وفاة نصر الدولة بن مروان -في هذه السنة توفي نصر الدولة-------- أحمد بن مروان الكردي صاحب ديار بكر ولقبه القادر بالله نصر الدولة وكان عمره نيفا وثمانين سنة وإمارته اثنتين وخمسيم ---------------------سنة ---------------------------------------------------------استولة-------- على الأمور ب-بلاده استيلاء تاما وعمر الثغور وضبطها وتنعم تنعما لم يسمع بمثله عن أحد من أهل ومانه وملك من الجواري المغنيات ما اشترى بعضهن يخمسة آلاف دينار وأكثر من ذلك وملك خمسمائة سرية سوى توابعهن وخمسمائة خادم وكان في مجلسه من الآلات ما تزيد قيمته,وفاة نصر الدولة بن مروان وفي هذه السنة توفي نصر الدولة أبو نصر أحمد بن مروان الكردي صاحب ديار بكر و------------------------------كان عمره نيفا وثمانين سنة وإمارته اثنتين وخمسين سنة لأن تملكه كان في سنة اثنتين وأربعمائة كما قدمنا ذكره في سنة ثمانين وثلاثمائة واستولى أبو نصر على --أموره وبلاده استيلاء تام-------------------ا وتنعم تنعما لم يسمع بمثل--------------------ه وملك من الجواري المغنيات ما اشترى بعضهن بخمسة آلاف دينار وأكثر و-------ملك خمسمائة سرية سوى توابعهن وخمسمائة خادم وكان في مجلسه من الآلات ما تزيد قيمته,598.5,3409,514,300,300,4.43728E+18,-4.69181E+18,52,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
173,1032,311,190,58,130,1205,484,225,93,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3410,Shamela0012715-ara1.inProgress.ms0515,1621,1602,165,95.37572254,في شهر رمضان توفي شكر العلوي الحسيني أمير مكة وله شعر حسن فمنه قوض خيامك عن أرض تضام بها وجانب الذل إن الذل مجتنب وارحل إذا كان في الأوطان منقصة فالمندل الرطب في أوطانه حطب,في هذه السنة توفي شكر العلوي الحسيني أمير مكة وله شعر حسن فمنه قوض خيامك عن أرض تضام بها وجانب الذل إن الذل مجتنب وارحل إذا كان في الأوطان منقصة فالمندل الرطب في أوطانه حطب,322,3410,515,300,300,1.31648E+18,5.04424E+18,33,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
452,86,1180,15,222,197,512,1461,99,277,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3417,Shamela0012715-ara1.inProgress.ms0518,1553,1576,247,54.6460177,ففارقها في رجب سنة ست وخمسين وفيها توفي سعيد بن نصر الدولة -----بن مروان صاحب آمد من ديار بكر وزهير بن الحسين علي أبي نصر الجذامي الفقي ه الشافعي تفقه على أبي حامد الإسفرايني وسمع الحديث الكثير ورواته وكان موته بسرخس ثم دخلت سنة ست وخمسين وأربعمائة ذكر القبض على------- عميد الملك وقتله في هذه السنة قبض-------- ألب أرسلان على الوزير عميد الملك أ ي نصر منصور بن محمد الكندري وزير---- طغر--لبك وسبب ذلك أن عميد الملك قصد خدمة نظام الملك وزير ألب أرسلان,ففارقها--------------------- وفيها توفي سعيد بن نصر الدولة أحمد بن مروان صاحب آمد من ديار بكر--------------------------------------------------------------------------------------------------------------------------- ثم دخلت سنة ست وخسمين وأربعمائة---- القبض على الوزير عميد الملك وقتله في هذه السنة قبض السلطان ألب أرسلان على الوزير عميد الملك أبي نصر منصور بن محمد الكندري وزير عمه طغريل بك بسبب سعي----------------------- نظام الملك وزير ألب أرسلان,407.5,3417,518,300,300,7.43495E+18,-5.61537E+18,43,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
675,526,260,98,50,278,1180,668,219,127,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3418,Shamela0012715-ara1.inProgress.ms0519,1620,1562,350,51.85185185,وكان شديد التعصب على الشافعية كثير الوقيعة في الشافعي رضي الله عنه بلغ من تعصبه أنه خاطب السلطان- في لعن الرافضة على منابر خراسان فأذن في -ذلك فأمر بلعنهم وأضاف إليهم الأشعرية فأنف من ذلك أئمة خراسان منهم الإمام أبو القاسم القشيري والإمام أبو المعالي -لجويني وغيرهما ففارقوا خراسان وقام امام الحرمين بمكة أربع سنين إلى أن انقضت دولته يدرس ويفتي فلهذا لقب إمام الحرمين فلما جاءت الدولة النظامية أحضر من انتزح منهم وأكرمهم وأحسن إليهم وقيل إه تاب من الوقيعة في الشافعي فإن صح فقد أفلح وإلا فعلى نفسا براقش تجنى ومن العجب أن ذكره د-----------------فن بخوارزم لما خصي -دمه مسفوح بمرو وجسده مدفون بكندر ورأسه ما عدا قحفه مدفون بنيسابور ونقل قحفه إلى كرمان لأن نظام الملك كان هناك,وكان عميد الملك-------------- كثير الوقيعة في الشافعي حتى-------------------------- خاطب طغريل بك في لعن الرافضة على منابر خراسان فأمر له بذلك فأمر بلعنهم وأضاف إليهم الأشعرية فأنف من ذلك أئمة خراسان منهم أب-------و القاسم القشيري وأب-------و المعالي الجويني وأقام----------------------------------- بمكة أربع سنين و------------------------------لهذا لقب إمام الحرمين--------------------------------------------------------------------------------------------------------------------------------------------- ومن العجب أن ذكر عبد الملك ومخاصيه دفن بخوار-م لما خصي ودمه سف--ح بمرو وجسده دف--ن بكندر ورأسه ما عدا قحفه دف--ن بنيسابور ونقل قحفه إلى كرمان لأن نظام الملك كان هناك,533.5,3418,519,300,300,-6.63279E+18,4.48802E+18,54,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
1512,1,78,0,15,554,1370,1066,262,206,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3424,Shamela0012715-ara1.inProgress.ms0520,1558,1578,694,45.8994709,وخوزستان وكثير من البلاد--- جماعة من الأكراد خرجوا يتصيدون فرأوا في البرية خيما سودا -وسمعوا منها لطما شديدا وعويلا كثيرا وقائلا يقول قد مات سيدوك ملك الجن وأي بلد لم يلطم أهله عليه ويعملون له العزاء قلع أصله وأهلك أهله فخرج كثير من النساء في البلاد إل---------ى المقابر يلطمن وينحن شعورهن وخرج رجال من سفلة الناس يفعلون ذلك وكان ذلك ضحكة عظيمة ولقد جرى في أيامنا نحن في الموصل وما والاها من البلاد إلى العراق وغيرها نحو هذا وذلك أن الناس سنة ستمائة أ---------------------صابهم وجع كثير في حلوقهم ومات منه كثير من الناس فظهر ان امرأة من الجن يقال لها أم عنقود مات ابنها عنقود وكل من لا يعمل له مأتما أصابه هذا المرض فكثر فعل ذلك وكانوا يقو-----------------------لون يا أم عنقود اعذرينا قد مات عنقود ما درينا و---------------------كان النساء يلطمن وكذلك الأوباش وفيها ولي أبو الغنائم المعمر بن محمد بن عبيد الله ا لعلوي نقابة العلويين ببغداد وإمارة الموسم ولقب بالطاهر ذي المناقب وكان المرتضى أبو الفتح أسامة قد استعفى من النقابة وصاهر بني خفاجة وانتقل معهم إلى البرية وتوفي أسامة بمشهد أمير المؤمنين علي عليه السلام في رجب سنة اثنتين وسبعي----------------------------------------------------------------ن وفيها في جمادى الآخرة توفي أبو القاسم عبد الواحد بن علي بن برهان الأسدي النحوي المتكلم -كان له اختيار في الفقه وكان عالما بالنسب ويمشي في الأسواق مكشوف الرأس ولم يقبل من أحد شيئا وكان موته في جمادى الآخرة وقد جاوز ثمانين سنة وكان يميل إلى مذهبه مرجئة المعتزلة ويعتقد أن الكفار لا يخلدون في النار وفيها انقض كوكب عظيم وكثر نوره فصار أكثر من نور القمر وسمع له دوي عظيم ثم غاب ثم دخلت سنة سبع وخمسين وأربعمائة,وخوزستان وكثير من البلاد أن جماعة من الأكراد خرجوا يتصيدون فرأوا في البرية خيما سوداء وسمعوا منها لطما شديدا وعويلا كثيرا وقائلا يقول قد مات سيدوك ملك الجن وأي بلد لم يلطم أهله----------------------- قلع أصله فصدق ذلك ضعفاء العقول من الرجال والنساء حتى خرجوا إلى المقابر يلطم-------------ن وخرج رجال من سفلة الناس يفعلون ذلك قال ابن الأثير----- ولقد جرى و---------نحن في الموصل-------------------------------- وغيرها من تلك البلاد في س-----نة ستمائة مثل هذا وهو أن الناس أصابهم وجع كثير في حلوقهم فشاع أ-----------------------ن امرأة من الجن يقال لها أم عنقود مات ابنها عنقود وكل من لا يعمل--- مأتما أصابه هذا المرض فكان النساء وأوباش الناس يلطمون على عنقود ويقولون يا أم عنقود اعذرينا قد مات عنقود ما درينا وإنما أوردنا هذا لأن رعاع الناس------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- إلى يومنا هذا وهو------------------------------------------------ سنة سبعمائة وخمس عشرة يقولون بأم عنقود وحديثها ليعلم تاريخ هذا الهذيان من متى كان وفيها---------------- توفي أبو القاسم --------------علي بن برهان الأسد- النحوي المتكلم وكان له اختيار في الفقه وكان --------------يمشي في الأسواق مكشوف الرأس ولم يقبل من أحد شيئا وكا----------------------------------------------ن يميل إلى مذهب- مرجئة المعتزلة ويعتقد أن الكفار لا يخلدون في النار وكان قد جاوز ثمانين سنة------------------------------------------------------ ثم دخلت سنة سبع وخمسين وأربعمائة,1103,3424,520,300,300,-8.36707E+18,-3.10866E+18,120,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
532,663,1072,127,207,167,1176,1338,227,256,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3428,Shamela0012715-ara1.inProgress.ms0520,1591,1578,208,39.09774436,عبر ألب أرسلان جيحون وسار إلى جند وصيران وهما عند بخارى وقبر جده سلجوق بجند فلما عبر النهر استقبله ملك جند وأطاعه وأهدى له هدايا جليلة فلم يغير ألب أرسلان عليه شيئا وأقره على ما بيده وعاد عنه بعد أن أحسن إليه وأكرمه ووصل إلى كركانج خوارزم----- منها إلى مرو ذكر عدة حوادث في هذه السنة ابتدئ----------- بعمارة المدرسة النظامية ببغداد وفيها انقض كوكب عظيم وصار له شعاع كثير أكثر من شعاع القمر وسمع له صوت مفزع وفيها توفي محمد بن أحمد أبو الحسين بن الأبنوسي روى عن الداقطني وغيره ثم دخلت سنة ثمان وخمسين وأربعمائة ---ذكر عهد ألب أرسلان,عبر ألب أرسلان جيحون وسار إلى جند وصبران وهما عند بخارى وقبر جده سلجوق بجند فخرج صاحب جند إلى طاعته ف-----------------------------------------------------------------أقره على مكان-----------------------------------ه ووصل إلى كرك-نج خوارزم وسار منها إلى مرو وفيها--------------------- ابتدأ نظام الملك بعمارة المدرسة النظامية ببغداد------------------------------------------------------------------------------------------------------------------------------------------------ ثم دخلت سنة ثمان وخمسين وأربعمائة وفيها أقطع ألب أرسلان,314,3428,520,300,300,-5.45246E+17,-3.10866E+18,32,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
910,298,293,54,53,257,884,986,160,183,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3430,Shamela0012715-ara1.inProgress.ms0521,1629,1609,318,34.94505495,بن الحسين بن علي البيهقي ومولده سنة س----------بع وثمانين وثلاثمائة وكان إماما في الحديث والفق------------------------------------------------------------------ه على الم------------------------------------ذهب الشافعي وله فيه مصنفات أحدها السنن الكبير عشر مجلدات وغيره من التصانيف الحسنة كان عفيفا زاهدا ومات بنيسابور وفي شهر رمضان منها توفي أبو يعلى محمد -بن الحسين بن الف---------راء الحنبلي ومولد سنة ثمانين وثلاثمائة وعنه انتشر مذهب أحمد رضي الله عنه وكان إليه قضاء الحريم ببغداد بدار الخلافة وهو مصنف كتاب الصفات أتى فيه بكل عجيبة وترتيب أبوابه يدل على التجسيم المخص تعالى الله عن ذلك وكان ابن --تميمي الحنبلي يقول لقد خرى أبو يعلى الف---راء على الحنابلة خرية لا يغسلها الماء----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ثم دخلت سنة تسع وخمسين وأربعمائة,من الدنيا بالقليل و-------مولده في شعبان سنة أربع وثمانين وثلاثمائة وقال إمام---- الحرمين في حقه ما من شافعي المذهب إلا وللشافعي عليه منة إلا أحمد البيهقي فإن له على الشافعي منة لأنه كان أكثر الناس نصر المذهب الشافعي وفيها ت-----------------------------------------------------------------------------------------------------------------وفي أبو علي- محمد ابن الحسين بن الحسن بن الفراء الحنبلي--------------------------- وعنه انتشر مذهب أحمد بن حنبل -----------------------------------------------وهو مصنف كتاب الصفات أتى فيه بكل عجيبة وترتيب أبوابه يدل على التجسيم المحض و------------------كان ابن التميمي الحنبلي يقول لقد خرى أبو يعلي بن الفراء على الحنابلة خرية لا يغسلها الماء وفيها توفي الحافظ أبو الحسن علي بن إسماعيل المعروف بابن سيده المرسي وكان إماما في اللغة صنف فيها المحكم وهو كتاب مشهور وله غيره عدة مصنفات وكان ضريرا وتوفي بدانية من شرق الأندلس وعمره نحو ستين سنة ثم دخلت سنة تسع وخمسين وأربعمائة,477.5,3430,521,300,300,-4.4674E+17,-8.3515E+18,43,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
412,1264,986,236,183,122,1605,1211,300,224,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3431,Shamela0012715-ara1.inProgress.ms0521,1605,1609,149,36.16504854,وفيها في ذي القعدة فرغت عمارة المدرسة النظامية وتقرر التدريس بها للشيخ أبي إسحاق الشبرازي فلما اجتمع الناس -------------------لحضور---------------------------------------------------- الدرس وانتظروا مجيئه تأخر فطلب فلم يوجد وكان سبب تأخره أنه لقيه صبي فقال له كيف تردس في مكان مغصوب فتغير نيته عن التدريس بها فلما ارتفع النهار وأيس الناس من حضوره أشار الشيخ أبو منصور بن يوسف بأبي نصر بن الصباغ صاحب كتاب الشامل,-فيها في ذي القعدة فرغت عمارة المدرسة النظامية وتقرر التدريس بها للشيخ أبي إسحاق الشيرازي و----اجتمع الناس فتأخر أبو إسحق عن الحضور لأنه سمع شواذا أن أرض المدرسة مغصوبة ولما تأخر ألقي ا------------------------------------------------------------------------------------------------------------------لدر-س بها إلى---------------------------------------------------------- يوسف--------- بن الصباغ صاحب كتاب الشامل,223.5,3431,521,300,300,5.54786E+17,-8.3515E+18,22,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
179,123,838,22,160,124,295,1000,53,190,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3439,Shamela0012715-ara1.inProgress.ms0523,1667,1583,152,84.91620112,في ذي الحجة توفي------- الخطيب أبو بكر أحمد بن علي بن ثابت البغدادي صاحب التاريخ والمصنفات الكثيرة ببغداد وكان إمام الدنيا في زمانه وممن حمل جنازته الشيخ أبو إسحاق الشيرازي وتوفي,في ذي الحجة توفي ببغداد الخطيب أبو بكر أحمد بن علي بن ثابت البغدادي صاحب ---------المصنفات الكثيرة------- وكان إمام الدنيا في زمانه وممن حمل جنازته الشيخ أبو إسحاق الشيرازي وصنف -,274,3439,523,300,300,-5.42691E+18,-3.73371E+18,26,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
320,494,1,93,0,186,802,283,153,54,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3440,Shamela0012715-ara1.inProgress.ms0525,1603,1568,235,73.4375,عمار----- طرابلس في ههذه السنة فر رجب توفي القاضي أبو طالب بن عمارة قاضي طرابلس وكان قد استولى عليها واستبد بالأمر فيها فلما توفي قام مكانه ابن أخيه جلال الملك أبو الحسن -بن عمارة ضبط البلد أحسن ضبط ولم يظهر لفقد عمه أشر كفايته ذكر م------لك السلطان ألب أرسلان قلعة فضلون بفارس في هذه السنة سير السلطان ألب أرسلان وزيره,عمار قاضي طرابلس وفي هذه السنة في رجب توفي القاضي أبو طالب بن عمار- قاضي طرابلس وكان قد استولى عليها واستبد ب--أمر---ها ف---------قام مكانه ابن أخيه جلال الملك أبو الحسن ابن عمار فضبط البلد أحسن ضبط ------ثم دخلت سنة خمس وستين وأربعمائة مقتل السلطان ألب أرسلان----------------- في هذه السنة سار السلطان ألب أرسلان واسمه,369.5,3440,525,300,300,8.28421E+17,-5.19849E+18,36,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
1058,254,185,47,36,400,1089,999,204,190,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3441,Shamela0012715-ara1.inProgress.ms0525,1608,1568,503,47.54253308,ثم دخلت سنة خمس وستين وأربعمائة ذكر قتل السلطان ألب أرسلان في أول هذه السنة قصد السلطان ألب أرسلان واسمه محمد وإنما غلب عليه ألب ارسلان ما وراء النهر وصاحبه شمس الملك تكين فعقد علي جيحون جسرا وعبر عليه في نيف وعشرين يوما وعسكره يزيد على مائتي ألف فارس فأته أصحابه ب------------------------------------------------------------------------------------------------------مستحفظ قلعة يعرف بيوس--------ف الخوارزمي في سادس شهر ربيع الأول وحمل إلى قرب سريره مع غلامين فتقدم------------------------------------------------ أن تضرب له أربعة أوتاد وتشد -أطرافه إليهما فقال له يوسف يا مخنث مثلي يقتل هذه القتلة فغضب السلطان ألب أرسلان وأخذ القوس والنشاب وقال للغلامين خلياه ورماه السلطان بسهم فأخطأه ولم يكن يخطء سهمه فوثب يوسف يريده والسل-------------------------طان على سدة فلما رأى يوسف يقصده قام عن السدة ونزل عنها فعثر يريده فوقع على وجهه فبرك عليه يوسف وضربه -------بسكين كانت معه في خاصرته وكان---------------------- سعد الدولة واقفا فجرحه يوسف أيضا جراحات ونهض السلطان فدخل إلى خيمة أخرى وضرب بعض الفراشين يوسف بمرز--------بة على رأسه فقتله و--قطعه الأتراك وكان,ثم دخلت سنة خمس وستين وأربعمائة م---قتل السلطان ألب أرسلان في هذه---- السنة سار السلطان ألب أرسلان واسمه محمد إلى---------------------- ما وراء النهر و----------------------عقد على جيحون جسرا وعبره---- في نيف وعشرين يوما وعسكره يزيد على مائتي ألف فارس ولما عبر السلطان ألب أرسلان النهر مد سماطا في بليدة هناك يقال لها قرير وبتلك البليدة حصن على شاطئ جيحون فأحضر إليه مستحفظ ذلك الحصن ويقال له يوسف الخوارزمي------------------------------------------ مع غلامين يحفظانه وكان قد ارتكب جريمة في أمر الحصن فأمر السلطان أن تضرب له أربعة أوتاد ويشد بأطرافه إليه-ا فقال له يوسف يا مخنث مثلي يقتل هذه القتلة فغضب السلط-----------ان وأخذ القوس والنشاب وقال للغلامين خلياه ورمام-------- بسهم فأخطأه ولم يكن يخطئ سهمه فوثب يوسف على السلطان بسكين كانت معه فقام السلطان-------------------------------- عن السدة--------------------- فوقع على وجهه ف---------------ضربه يوسف بالسكين ثم جرح شخصا آخر واقفا على رأس السلطان يقال له سعد الدولة ثم -----------------------------------------------------------ضرب بعض الفراشين يوسف المذكور بمزربة على رأسه فقتله ثم قطعه الأتراك فقال,745,3441,525,300,300,-8.61002E+17,-5.19849E+18,78,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
263,1296,1021,241,194,145,1511,1258,282,242,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3441,Shamela0012715-ara1.inProgress.ms0525,1608,1568,182,69.20152091,كان أمس صعدت على تل فارتجت الأرض تحتي من عظم الجيش وكثرة العسكر فقلت في نفسي أمنا ملك الدنيا وما يقدر أحد علي فعجزني الله تعالى بأضعف خلقهوأم-ا أستغفر الله تعالى وأستقيله من ذلك الخاطر ف----------------------------------------تو---في عاشر ربيع الأول من---- السنة,كان أمس صعدت على تل فارتجت الأرض تحتي من عظم الجيش------------- فقلت في نفسي أ-نا ملك الدنيا وما يقدر أحد علي فعجزني الله------ بأضعف خلقه وأنا أستغفر الله------ وأستقيله من ذلك الخاطر وكان جرح السلطان في سادس عشر ربيع الأول وتوفي في عاشر ربيع الآخر من هذه السنة,302.5,3441,525,300,300,-8.61002E+17,-5.19849E+18,32,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
249,1327,1059,242,190,122,1573,1214,286,216,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3449,Shamela0012715-ara1.inProgress.ms0526,1645,1649,148,59.437751,وقبض على ---أم المستنصر وصادرها بخمسين ألف دينار وتفرق عن المستنصر أولاده زكثير من أهله إلى الغرب وغيره من البلاد فمات كثير منهم جوعا وانقضت سنى أربع وستين وما قبلها بالفتن زتنحط السعر سنة خمس زستين ورخصت الأسعار وبالغ ناصر الدولة في إهانة المستنصر,وقبض على والدة المستنصر وصادرها بخمسين ألف دينار وتفرق عن المستنصر أولاده و--------أهله---------------------------------------------- وانقضت سنة أربع وستين وما قبلها بالفتن---------------------------------------- وبالغ ناصر الدولة في إهانة المستنصر,253.5,3449,526,300,300,4.58057E+18,8.37477E+18,24,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
263,169,138,32,24,168,397,382,74,70,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3451,Shamela0012715-ara1.inProgress.ms0527,1616,1595,207,78.70722433,وفيها توفي الإمام أبو القاسم عبد الكريم بن هوزان------------- القشيري النيسابوري مصنف الرسالة وغيرها وكان إماما فقيها أصوليا مفسرا كاتبا ذا فضائل جمة----- له فرس قد أهدي إليه فركبه نحو عشرين سنة فلما مات الشيخ لم يأكل الفرس شيئا فعاش أسبوعا ومات -----------------,-فيها توفي الإمام أبو القاسم عبد الكريم بن هوازن بن عبد الملك القشيري النيسابوري مصنف الرسالة وغيرها وكان------ فقيها أصوليا مفسرا كاتبا ذا فضائل جمة وكان له فرس قد أهدي إليه فركبه نحو عشرين سنة فلما مات الشيخ لم يأكل الفرس شيئ------------ا ومات بعد أسبوع ومولده,363.5,3451,527,300,300,-3.76357E+18,-1.44727E+18,35,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
525,953,210,178,39,219,1413,602,268,116,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3453,Shamela0012715-ara1.inProgress.ms0528,1592,1615,279,53.14285714,في هذه السنة ليلة الخميس ثالث عشر شعبان توفي القائم بأمر الله أمير المؤمنين رضي الله عنه واسم------ه أبو جعفر بن القادر بالله أبي العباس أحمد بن الأمير إسحاق بن المقتدر بالله أبي الفضل جعفر بن المعتصد بالله أبي العباس أحمد وكان سبب موته أنه كان قد اصابه شرى------- فافتصد ونم منفردا فانفجر فصاده--------- وخرج منه دم كثي------------ر ولم يشعر-------- فاستيقظ وقد صعف وسقطت قوته فأيقن بالموت فأحضر ولي العهد ووصاه نفسه -----------أنه جعل ابن ابنه أبا القاسم عبد الله ب------------ن محمد بن القائم بأمر الله ولي عهده ولما توفي,في هذه السنة ليلة الخميس ثالث عشر شعبان توفي القائم بأمر ا-----------------------لله عبد الله وكنيته أبو جعفر بن القادر أحمد ب-----------------ن الأمير إسحاق بن المقتدر بالله---------- جعفر بن المعتضد أ-----------------حمد و-----------------كان قد لحق القائم ماشرا فافتصد----------- فانفجر فصاده وهو نائم وخرج منه دم كثير وهو لا يشعر ولم يكن عنده أحد فاستيقظ وقد ضعف وسقطت قوته------------- فأحضر الوزير ابن جهير والقضاة وأشهدهم أنه جعل ابن ابنه عبد ا-----------لله بن ذخيرة الدين محمد بن القائم ----------ولي عهده و----توفي,405.5,3453,528,300,300,-5.40597E+17,8.88454E+18,44,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
318,245,1119,45,209,148,428,1437,80,271,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3458,Shamela0012715-ara1.inProgress.ms0529,1588,1586,183,57.54716981,يا من لبست لبعده ثوب الضنا حتى خفيت به عن العواد وأنست بالسهر الطويل فأنسيت أجفان عيني كيف كان رقادي إن كان يوسف بالجمال مقطع الأيدي فأنت مفتت الأكباد--------------------------------------------------------------------------------------------------------------------------------------- ثم دخلت سنة تسع وستين وأربعمائة,يا من لبست لبعده ثوب الضنا حتى خفيت به عن العواد وأنست بالسهر الطويل فأنسيت أجفان عيني كيف كان رقادي إن كان يوسف بالجمال مقطع الأيدي فأنت مفتت الأكباد وقيل له البياضي لأن بعض أجداده كان مع جماعة من بني العباس وكلهم قد لبسوا أسود غيره فسأل الخليفة عنه وقال من ذلك البياضي فبقي عليه لقبا ثم دخلت سنة تسع وستين وأربعمائة,356,3458,529,300,300,-4.60651E+18,5.69003E+18,34,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
344,1210,303,231,61,167,1479,640,282,128,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3459,Shamela0012715-ara1.inProgress.ms0530,1567,1526,211,61.3372093,وملك بعده ابنه نصر------------------------------------------ فمدحه ابنه حيوس بقصيدة يقول فيها ثمانية لم تفترق مذ جمعتها فلا افترقت ماذب--- عن ناظر شعر ضميرك والتقوى وجودك والغنى ولفظك والمعنى وعزم- والنصر وكان لمحمود بن نصر سجية وغالب ظني أن سيخلفها نصر فقال والله لو قال سيضعفها نصر لأضعفتها له ب-----------------------------ما كان يعطيه أبوه,-حلب بعده ابنه نصر بن محمود بن نصر بن صالح بن مرداس الكلابين فمدحه ابن- جيوش بقصدية من-----ها ثمانية لم تفترق مذ جمعتها فلا افترقت ما افتر عن ناظر شفر ضميرك والتقوى وجودك والغنى ولفظك والمعنى وعزمك والنصر وكان لمحمود بن نصر سجية وغالب ظني أن سيخلفها نصر وكان عطية بن جيوش على محمود إذا مدحه ألف دينار فأعطاه نصر ألف دينار مثل ما كان يعطيه أبوه,337,3459,530,300,300,-5.90684E+18,8.51684E+17,32,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
440,1144,1146,207,219,111,1571,1306,286,251,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3465,Shamela0012715-ara1.inProgress.ms0531,1634,1587,137,31.13636364,وفيهافي ذي الحجة توفي نصر --------بن مروان صاحب ديار بكر وملك بعده ابنه منصو-----ر ودبر دولته ابن الأنباري وفيها توفي أبو منصور محمد بن بن عبد العزيز العكبري ومولده سنة أربع ووثمانين وثلاثمائة وهو من المحدثين المعروفين وكان صدوقا ومحمد بن هبة الله بن الحسن بن منصور أبو بكر بن أبي القاسم الطبري اللالكائى وولد سنة تسع أربعمائة وحدث عن هلال الحفار وغيره وتوفي في جمادى الأولى وفيها توفي أبو الفتيان محمد بن سلطان بن حيوس الشاعر المشهور وحدث,وفيها ت-----------وفي نصر بن أحمد بن مروان صاحب ديار بكر وملك بعده ابنه سور بن نصر ودبر دولته ابن الأنباري وفيها توفي ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------أبو الفتيان محمد بن سلطان بن جيوش الشاعر المشهور وقد -,243.5,3465,531,300,300,-1.45187E+18,-6.1865E+18,22,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
242,865,31,159,6,127,1076,235,197,41,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3470,Shamela0012715-ara1.inProgress.ms0532,1598,1629,156,64.46280992,فأكرمه السلطان ونظام الملك---------------- وجرى بينه وبين إمام الحرمين أبي المعالي الجويني مناضرة بحضرة نظام الملك وأجيب-------- إلى جميع ما التمسه ولم عاد أهين العميد وكسر عما كان يعتمده ورفعت يده------ عن جميع ما يتعلق بحواشي الخليفة ولما -,فأكرم- السلطان ونظام الملك الشيخ أبا إسحاق وجرى بينه وبين إمام الحرمين أبي المعالي الجوبني مناظرة بحضرة نظام الملك وعاد بالإجابة إلى----- ما التمسه الخليفة-------------------------------- ورفعت يد العميد عن جميع ما يتعلق بحواشي الخليفة وفيها,247.5,3470,532,300,300,2.09866E+18,1.61876E+18,22,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
